keyphrase	tfidf	dispersion	cscore	keyword
performs	0.000257783297756	0.0000000000	0.0	False
x-mp	0.000226394417279	0.0000000000	0.0	False
desired	0.000226394417279	0.0000000000	0.0	False
internet	7.18561856472e-05	0.0000000000	0.0	False
full bayesian methods	0.000679183251836	0.0000000000	1.58496250072	False
compression manuscript database	0.000679183251836	0.0000000000	1.58496250072	False
citations were constructed	0.000679183251836	0.0000000000	1.58496250072	False
tiles on the web	0.0	0.0000000000	2.0	False
specification of term	0.000679183251836	0.0000000000	1.58496250072	False
journal and conference	0.000679183251836	0.0000000000	1.58496250072	False
method is well established	0.0	0.0000000000	2.0	False
citeseer home	0.000905577669115	0.0000000000	2.0	False
pnrtinonlng i  hwarchul	0.0	0.0000000000	0.0	False
frequency for authors	0.000679183251836	0.0000000000	1.58496250072	False
grouping variant forms	0.000679183251836	0.0000000000	1.58496250072	False
found on the world	0.0	0.0000000000	2.0	False
scholar	0.000226394417279	0.0000000000	0.0	False
independence networks	0.000452788834557	0.0000000000	1.0	False
extract the citations	0.000679183251836	0.0000000000	1.58496250072	False
enhanced and improved	0.000679183251836	0.0000000000	1.58496250072	False
venue	0.000452788834557	0.0000000000	0.0	False
solution	0.000128891648878	0.0000000000	0.0	False
am~r	0.000226394417279	0.0000000000	0.0	False
table t shows	0.000679183251836	0.0000000000	1.58496250072	False
string distance	0.00271673300734	0.3805774278	6.0	False
scalability of preconditioned	0.000679183251836	0.0000000000	1.58496250072	False
user can find	0.000679183251836	0.0000000000	1.58496250072	False
requires prior specific permission	0.0	0.0000000000	2.0	False
citation index can provide	0.0	0.0000000000	2.0	False
local probability	0.000452788834557	0.0000000000	1.0	False
markov	0.000226394417279	0.0000000000	0.0	False
searchable by any scholar	0.0	0.0000000000	2.0	False
group is made	0.000679183251836	0.0000000000	1.58496250072	False
urrd practice ojdigita1	0.0	0.0000000000	0.0	False
numerical analysis	0.000452788834557	0.0000000000	1.0	False
order to extract additional	0.0	0.0000000000	2.0	False
method based	0.000257783297756	0.0000000000	1.0	False
introduces citeseer	0.000452788834557	0.0000000000	1.0	False
classification and regression trees	0.0	0.0000000000	6.0	False
estimates	0.000452788834557	0.0000000000	0.0	False
ojdigita1 libraries	0.0	0.0000000000	0.0	False
approximation	0.000128891648878	0.0000000000	0.0	False
complex titer motivations	0.000679183251836	0.0000000000	1.58496250072	False
wde  compresswn	0.0	0.0000000000	0.0	False
adapt to represent	0.000679183251836	0.0000000000	1.58496250072	False
evidence that the documents	0.0	0.0000000000	2.0	False
qntittns	0.000226394417279	0.0000000000	0.0	False
methods on parallel	0.000679183251836	0.0000000000	1.58496250072	False
autonomous citation indexing system	0.0	0.0000000000	4.0	False
xtu	0.0	0.0000000000	0.0	False
current commcrcial	0.000452788834557	0.0000000000	1.0	False
4th acm-siam	0.000452788834557	0.0000000000	1.0	False
errors	0.000226394417279	0.0000000000	0.0	False
cameron s vision	0.0	0.0000000000	0.0	False
initial keyword search	0.000679183251836	0.0000000000	1.58496250072	False
reasons tar	0.000452788834557	0.0000000000	1.0	False
decisions	7.18561856472e-05	0.0000000000	0.0	False
wdw compnxmn	0.000452788834557	0.0000000000	1.0	False
nec	0.000452788834557	0.0000000000	0.0	False
decoding	0.000226394417279	0.0000000000	0.0	False
kuo	0.000226394417279	0.0000000000	0.0	False
downloaded database	0.000452788834557	0.0000000000	1.0	False
first pcrtwmed	0.000452788834557	0.0000000000	1.0	False
markov probability	0.000452788834557	0.0000000000	1.0	False
proposed a universal	0.000679183251836	0.0000000000	1.58496250072	False
shows the documents	0.000679183251836	0.0000000000	1.58496250072	False
citation indexes were originally	0.0	0.0000000000	2.0	False
large effect	0.000452788834557	0.0000000000	1.0	False
formatting of document	0.000679183251836	0.0000000000	1.58496250072	False
conjugate gradient methods	0.00203754975551	0.0000000000	6.33985000288	False
\l.nmbdn	0.000226394417279	0.0000000000	0.0	False
manually constructed	0.000905577669115	0.0000000000	2.0	False
dcta~lc	0.000226394417279	0.0000000000	0.0	False
human effort	0.000257783297756	0.0000000000	1.0	False
group contained citations	0.000679183251836	0.0000000000	1.58496250072	False
dow	0.000226394417279	0.0000000000	0.0	False
14:91-94	0.000226394417279	0.0000000000	0.0	False
text retrieval	0.000452788834557	0.0000000000	1.0	False
tts excellent performance	0.000679183251836	0.0000000000	1.58496250072	False
based similar document	0.000679183251836	0.0000000000	1.58496250072	False
sum of the weights	0.0	0.0000000000	2.0	False
composition given all previous	0.0	0.0000000000	2.0	False
scientometrks	0.000226394417279	0.0000000000	0.0	False
possibility	0.000128891648878	0.0000000000	0.0	False
important aspect	0.000452788834557	0.0000000000	1.0	False
likeit intelligent	0.000905577669115	0.0000000000	2.0	False
small	6.27777609549e-05	0.0000000000	0.0	False
values for the observed	0.0	0.0000000000	2.0	False
obtained	7.18561856472e-05	0.0000000000	0.0	False
distance between the headers	0.0	0.0000000000	2.0	False
wde	0.000226394417279	0.0000000000	0.0	False
academic literature in electronic	0.0	0.0000000000	2.0	False
citation database from downloaded	0.0	0.0000000000	2.0	False
weights for document	0.000679183251836	0.0000000000	1.58496250072	False
analysis for separation	0.000679183251836	0.0000000000	1.58496250072	False
set an interval	0.000679183251836	0.0000000000	1.58496250072	False
common citations	0.000905577669115	0.0000000000	2.0	False
reports	0.000128891648878	0.0000000000	0.0	False
approaches	3.13888804775e-05	0.0000000000	0.0	False
downloaded postscript files	0.000679183251836	0.0000000000	1.58496250072	False
cl1 l breiman	0.000679183251836	0.0000000000	1.58496250072	False
rcsr	0.0	0.0000000000	0.0	False
literature using the context	0.0	0.0000000000	4.0	False
journal of documentation	0.000386674946634	0.0000000000	1.58496250072	False
po-yuen cheng	0.000452788834557	0.0000000000	1.0	False
stem s is `rl1	0.0	0.0000000000	2.0	False
buckley	0.000226394417279	0.0000000000	0.0	False
dot product	0.00135836650367	0.0000000000	3.0	False
numerical	0.000386674946634	0.0000000000	0.0	False
criticism	0.000226394417279	0.0000000000	0.0	False
likeit distance	0.00135836650367	0.0000000000	3.0	False
cover the significant journals	0.0	0.0000000000	2.0	False
classification	0.000215568556942	0.0000000000	0.0	False
scholar with internet access	0.0	0.0000000000	2.0	False
tts excellent	0.000452788834557	0.0000000000	1.0	False
highly	0.000257783297756	0.0000000000	0.0	False
statistics based on fields	0.0	0.0000000000	2.0	False
citutinn umte.vt	0.000452788834557	0.0000000000	1.0	False
`the ~mnge	0.000452788834557	0.0000000000	1.0	False
actions	0.000226394417279	0.0000000000	0.0	False
total	7.18561856472e-05	0.0000000000	0.0	False
locate papers to index	0.0	0.0000000000	2.0	False
unit	0.000386674946634	0.0000000000	0.0	False
reorders postscript files	0.000679183251836	0.0000000000	1.58496250072	False
similar arrangements indicates documents	0.0	0.0000000000	2.0	False
presents	0.000128891648878	0.0000000000	0.0	False
networks and missing features	0.0	0.0000000000	2.0	False
:352362	0.0	0.0000000000	0.0	False
values in automatic	0.000679183251836	0.0000000000	1.58496250072	False
capable of correcting	0.000679183251836	0.0000000000	1.58496250072	False
rlirv~	0.000226394417279	0.0000000000	0.0	False
browse	0.000128891648878	0.0000000000	0.0	False
block preconditioning requires	0.000679183251836	0.0000000000	1.58496250072	False
abbreviations	0.000452788834557	0.0000000000	0.0	False
prescript	0.000452788834557	0.0000000000	0.0	False
output unit	0.000452788834557	0.0000000000	1.0	False
padhraic	0.000226394417279	0.0000000000	0.0	False
substitutions	0.000128891648878	0.0000000000	0.0	False
vol	0.0	0.0000000000	0.0	False
document parsing	0.000905577669115	0.0000000000	2.0	False
ability to parse	0.000679183251836	0.0000000000	1.58496250072	False
represents completely	0.000452788834557	0.0000000000	1.0	False
type	9.41666414324e-05	0.0000000000	0.0	False
los	0.000226394417279	0.0000000000	0.0	False
paper in different formats	0.0	0.0000000000	2.0	False
requires prior specific	0.000679183251836	0.0000000000	0.0	False
database of neural	0.00135836650367	0.0000000000	3.16992500144	False
word stem	0.00135836650367	0.0000000000	3.0	False
detailed analyses	0.000452788834557	0.0000000000	1.0	False
hand picked	0.000452788834557	0.0000000000	1.0	False
preconditioned	0.000452788834557	0.0000000000	0.0	False
wllhnm a pearlman lkpartment	0.0	0.0000000000	2.0	False
give credit	0.000452788834557	0.0000000000	1.0	False
nowlan	0.000226394417279	0.0000000000	0.0	False
nec research institute	0.00135836650367	0.0000000000	3.16992500144	False
isi citation	0.000452788834557	0.0000000000	1.0	False
normalized by the length	0.0	0.0000000000	2.0	False
excellent	0.000226394417279	0.0000000000	0.0	False
lrcmsl abstract	0.000452788834557	0.0000000000	1.0	False
cita tion	0.000452788834557	0.0000000000	1.0	False
substitutions of letters rcquired	0.0	0.0000000000	2.0	False
zero-tree coding	0.000452788834557	0.0000000000	1.0	False
nchwves results comparable	0.000679183251836	0.0000000000	1.58496250072	False
likeit	0.00452788834557	0.2274040446	0.0	False
other-s	0.000226394417279	0.0000000000	0.0	False
citeseer can index articles	0.0	0.0000000000	2.0	False
relevance feedback	0.000452788834557	0.0000000000	1.0	False
document on another document	0.0	0.0000000000	2.0	False
indexes include	0.000452788834557	0.0000000000	1.0	False
word	0.0	0.2521739130	0.0	False
language	6.27777609549e-05	0.0000000000	0.0	False
semantic similarity of citations	0.0	0.0000000000	2.0	False
relatedness of documents	0.000679183251836	0.0000000000	1.58496250072	False
model can be estimated	0.0	0.0000000000	2.0	False
article makes	0.000452788834557	0.0000000000	1.0	False
work	0.0	0.4434250765	0.0	False
information or word	0.00135836650367	0.0000000000	3.16992500144	False
citeseer can locate papers	0.0	0.0000000000	2.0	False
made by this document	0.0	0.0000000000	2.0	False
interesting research	0.000452788834557	0.0000000000	1.0	False
erg	0.000452788834557	0.0000000000	0.0	False
create a comprehensive index	0.0	0.0000000000	2.0	False
peter yianilos	0.000905577669115	0.0000000000	2.0	False
subfields	0.00113197208639	0.3805774278	0.0	False
sameh	0.000226394417279	0.0000000000	0.0	False
browsing detailed information	0.000679183251836	0.0000000000	1.58496250072	False
codnng	0.000226394417279	0.0000000000	0.0	False
extract the context	0.00135836650367	0.0000000000	3.16992500144	False
citeseer downloads	0.000452788834557	0.0000000000	1.0	False
retrieval system	0.000257783297756	0.0000000000	1.0	False
listings	0.000226394417279	0.0000000000	0.0	False
systems engineermg rensselaer polytcchmc	0.0	0.0000000000	2.0	False
algorithm takes into account	0.0	0.0000000000	2.0	False
citation database	0.00226394417279	0.2974358974	5.0	False
updated	6.27777609549e-05	0.0000000000	0.0	False
key words	0.000257783297756	0.0000000000	1.0	False
comparative	0.000226394417279	0.0000000000	0.0	False
set ofr	0.000452788834557	0.0000000000	1.0	False
point	3.13888804775e-05	0.0000000000	0.0	False
produces multidisciplinary	0.000452788834557	0.0000000000	1.0	False
system is completely automatic	0.0	0.0000000000	2.0	False
sclt-stmllarity	0.000226394417279	0.0000000000	0.0	False
accuracy of results	0.000679183251836	0.0000000000	1.58496250072	False
mmmg	0.000226394417279	0.0000000000	0.0	False
accurate estimation of statistics	0.0	0.0000000000	2.0	False
syntactic	0.000452788834557	0.0000000000	0.0	False
provide	0.0	0.4233576642	0.0	False
citeseer downloads papers	0.000679183251836	0.0000000000	1.58496250072	False
325-339	0.000226394417279	0.0000000000	0.0	False
royal statistical society ser	0.0	0.0000000000	2.0	False
units adapt	0.000452788834557	0.0000000000	1.0	False
journal publication delays	0.00135836650367	0.0000000000	3.16992500144	False
machine	7.18561856472e-05	0.0000000000	0.0	False
submitted to biometrika	0.000679183251836	0.0000000000	1.58496250072	False
similarity distance measure	0.000679183251836	0.0000000000	1.58496250072	False
citeseer can locate	0.000679183251836	0.0000000000	0.0	False
ligurc	0.000226394417279	0.0000000000	0.0	False
lawrence livermore	0.000452788834557	0.0000000000	1.0	False
sprott	0.000226394417279	0.0000000000	0.0	False
research literature	0.000452788834557	0.0000000000	1.0	False
similar ltcmsl	0.000452788834557	0.0000000000	1.0	False
mnge sequence	0.000452788834557	0.0000000000	1.0	False
earlier	7.18561856472e-05	0.0000000000	0.0	False
regression trees	0.00135836650367	0.0000000000	0.0	False
gradient methods	0.00135836650367	0.0000000000	3.0	False
ranked by the number	0.0	0.0000000000	2.0	False
manually set the weights	0.0	0.0000000000	2.0	False
goutte	0.000226394417279	0.0000000000	0.0	False
sncial	0.000226394417279	0.0000000000	0.0	False
shared by documents	0.000679183251836	0.0000000000	1.58496250072	False
parallel	0.000128891648878	0.0000000000	0.0	False
types	3.13888804775e-05	0.0000000000	0.0	False
vipin	0.000226394417279	0.0000000000	0.0	False
frequenq	0.000226394417279	0.0000000000	0.0	False
augmented m order	0.000679183251836	0.0000000000	1.58496250072	False
false evidence	0.000452788834557	0.0000000000	1.0	False
show the context	0.000679183251836	0.0000000000	1.58496250072	False
pins the parameters	0.000679183251836	0.0000000000	1.58496250072	False
previous algorithms	0.000452788834557	0.0000000000	1.0	False
similar document retrieval methods	0.0	0.0000000000	2.0	False
presents significant	0.000452788834557	0.0000000000	1.0	False
complexity	0.000143712371294	0.0000000000	0.0	False
sons	0.0	0.0000000000	0.0	False
monitored in order	0.000679183251836	0.0000000000	1.58496250072	False
citeseer might index	0.000679183251836	0.0000000000	1.58496250072	False
zealand digital	0.000452788834557	0.0000000000	1.0	False
worst	0.000128891648878	0.0000000000	0.0	False
trees \l.nmbdn am~r snld	0.0	0.0000000000	2.0	False
lower probabilities	0.000452788834557	0.0000000000	1.0	False
preprints and technical	0.000679183251836	0.0000000000	1.58496250072	False
common citation information	0.00135836650367	0.0000000000	3.16992500144	False
engineermg rensselaer	0.000452788834557	0.0000000000	1.0	False
performing work	0.000452788834557	0.0000000000	1.0	False
display the context	0.00135836650367	0.0000000000	3.16992500144	False
parameter estimation	0.000452788834557	0.0000000000	1.0	False
total number of documents	0.0	0.0000000000	2.0	False
numbers	0.000287424742589	0.2974358974	0.0	False
ng~nnl ezw	0.000452788834557	0.0000000000	1.0	False
powerful interactive browsing	0.00135836650367	0.0000000000	3.16992500144	False
choose	3.13888804775e-05	0.0000000000	0.0	False
citcseer combines	0.000452788834557	0.0000000000	1.0	False
groups of letters	0.00135836650367	0.0000000000	3.16992500144	False
innovative	7.18561856472e-05	0.0000000000	0.0	False
containment	0.000226394417279	0.0000000000	0.0	False
postscript tiles	0.000452788834557	0.0000000000	1.0	False
copyright	0.000128891648878	0.0000000000	0.0	False
nets	0.000226394417279	0.0000000000	0.0	False
performs full-text	0.000452788834557	0.0000000000	1.0	False
indexing of the articles	0.0	0.0000000000	2.0	False
articles that user-sare interested	0.0	0.0000000000	2.0	False
majd sakr for helpful	0.0	0.0000000000	2.0	False
methodsjbr indefinite systems.in	0.000679183251836	0.0000000000	1.58496250072	False
pearlman lkpartment	0.000452788834557	0.0000000000	1.0	False
vectorize	0.000226394417279	0.0000000000	0.0	False
computed an error score	0.0	0.0000000000	2.0	False
ccidf	0.00135836650367	0.2636363636	0.0	False
polytechnic institute	0.000452788834557	0.0000000000	1.0	False
ezw `the	0.000452788834557	0.0000000000	1.0	False
ahmed sameh	0.000452788834557	0.0000000000	1.0	False
indexing using bibliographic citations	0.0	0.0000000000	2.0	False
embedded zerotree wavelct	0.000679183251836	0.0000000000	1.58496250072	False
make digital	0.000452788834557	0.0000000000	1.0	False
appkd and rxp	0.0	0.0000000000	1.58496250072	False
list of references	0.00135836650367	0.0000000000	3.16992500144	False
oriented tfidf	0.000905577669115	0.0000000000	1.0	False
citations to identical papers	0.0	0.0000000000	2.0	False
papers by keyword search	0.0	0.0000000000	2.0	False
salton and chris	0.000679183251836	0.0000000000	1.58496250072	False
hidden	0.000452788834557	0.0000000000	0.0	False
digital	0.000215568556942	0.0000000000	0.0	False
make when they cite	0.0	0.0000000000	2.0	False
identify emerging	0.000452788834557	0.0000000000	1.0	False
proposed a system	0.000679183251836	0.0000000000	1.58496250072	False
combination	0.000128891648878	0.0000000000	0.0	False
subfield arc	0.000452788834557	0.0000000000	1.0	False
monographic	0.0	0.0000000000	0.0	False
groups in the correct	0.0	0.0000000000	4.0	False
predict where the desired	0.0	0.0000000000	2.0	False
winston of canada	0.000679183251836	0.0000000000	1.58496250072	False
prcvious	0.000226394417279	0.0000000000	0.0	False
highly etfectw	0.000452788834557	0.0000000000	1.0	False
on-the-fly hypcrlink	0.000452788834557	0.0000000000	1.0	False
commonly used form	0.000679183251836	0.0000000000	1.58496250072	False
learning techniques	0.00181115533823	0.4233576642	4.0	False
citeseer has access	0.000679183251836	0.0000000000	1.58496250072	False
1jsmg the zero-tree method	0.0	0.0000000000	2.0	False
order to keep track	0.0	0.0000000000	2.0	False
investigate learning user	0.000679183251836	0.0000000000	1.58496250072	False
invariants	0.000226394417279	0.0000000000	0.0	False
wide web	0.000515566595512	0.0000000000	2.0	False
ccidf dot product	0.000679183251836	0.0000000000	1.58496250072	False
important information	0.000452788834557	0.0000000000	1.0	False
good	6.27777609549e-05	0.0000000000	0.0	False
improvements	0.000452788834557	0.0000000000	0.0	False
reasonable	0.000128891648878	0.0000000000	0.0	False
citeseer database	0.00135836650367	0.0000000000	3.0	False
document and citations	0.000679183251836	0.0000000000	1.58496250072	False
recent articles	0.000452788834557	0.0000000000	1.0	False
requires authors	0.000452788834557	0.0000000000	1.0	False
neighbor search in general	0.0	0.0000000000	2.0	False
decoding pro	0.000452788834557	0.0000000000	1.0	False
early edit distance	0.000679183251836	0.0000000000	1.58496250072	False
belief nets and decision	0.0	0.0000000000	2.0	False
likeit string distance	0.000679183251836	0.0000000000	1.58496250072	False
system which requires	0.000679183251836	0.0000000000	1.58496250072	False
relevant ncwsgroups	0.000452788834557	0.0000000000	1.0	False
practice ojdigita1	0.0	0.0000000000	0.0	False
frequency	0.000219722163342	0.4291754757	0.0	False
parameters of a graphical	0.0	0.0000000000	2.0	False
lesser degree	0.000452788834557	0.0000000000	1.0	False
mark it in context	0.0	0.0000000000	2.0	False
systems engmeermg kensselner polytechnic	0.0	0.0000000000	2.0	False
j*j	0.0	0.0000000000	0.0	False
redistribute to list	0.0	0.0000000000	1.58496250072	False
improved vrrs	0.0	0.0000000000	1.0	False
citescer	0.000226394417279	0.0000000000	0.0	False
theory urrd practice ojdigita1	0.0	0.0000000000	0.0	False
computntlonslly complex	0.000452788834557	0.0000000000	1.0	False
bit stream	0.000452788834557	0.0000000000	1.0	False
application in science	0.000679183251836	0.0000000000	1.58496250072	False
extract	0.000219722163342	0.3822975518	0.0	False
citations to identical articles	0.0	0.0000000000	4.0	False
network	0.000188333282865	0.4702702703	0.0	False
statistical society ser	0.000679183251836	0.0000000000	0.0	False
conference oii the theory	0.0	0.0000000000	2.0	False
restricted	0.000452788834557	0.0000000000	0.0	False
is1	0.000679183251836	0.0000000000	0.0	False
issues of journals	0.000679183251836	0.0000000000	1.58496250072	False
citeseer response	0.00181115533823	0.5370370370	4.0	False
word oriented tfidf	0.000679183251836	0.0000000000	1.58496250072	False
e.g	0.00143712371294	0.3474945534	0.0	False
generation of citation statistics	0.0	0.0000000000	2.0	False
obtained by clicking	0.000679183251836	0.0000000000	1.58496250072	False
distance whcrc	0.000452788834557	0.0000000000	1.0	False
vector	0.00167559143541	0.2815533981	0.0	False
adapt	0.000226394417279	0.0000000000	0.0	False
current estimate	0.000452788834557	0.0000000000	1.0	False
commcrcial citation	0.000452788834557	0.0000000000	1.0	False
godambe	0.000226394417279	0.0000000000	0.0	False
vectorization	0.000452788834557	0.0000000000	0.0	False
independence	0.000452788834557	0.0000000000	0.0	False
citations in the body	0.0	0.0000000000	2.0	False
mded	0.0	0.0000000000	0.0	False
linear	0.000226394417279	0.0000000000	0.0	False
fixed values hv	0.0	0.0000000000	0.0	False
sakr for helpful	0.000679183251836	0.0000000000	1.58496250072	False
candidate	7.18561856472e-05	0.0000000000	0.0	False
prowdes even better performance	0.0	0.0000000000	2.0	False
summary citeseer	0.000452788834557	0.0000000000	1.0	False
detected and skipped	0.000679183251836	0.0000000000	1.58496250072	False
free	7.18561856472e-05	0.0000000000	0.0	False
indexes the links	0.000679183251836	0.0000000000	1.58496250072	False
cxplwrat~o~~	0.000226394417279	0.0000000000	0.0	False
report ucrl-98508	0.000452788834557	0.0000000000	1.0	False
pufls	0.000226394417279	0.0000000000	0.0	False
formation	0.000128891648878	0.0000000000	0.0	False
components of each document	0.0	0.0000000000	2.0	False
comprehensive and up-to-date	0.000679183251836	0.0000000000	1.58496250072	False
judge distance	0.000452788834557	0.0000000000	1.0	False
checked	0.000128891648878	0.0000000000	0.0	False
estimate	0.000215568556942	0.0000000000	0.0	False
hand	6.27777609549e-05	0.0000000000	0.0	False
citations is extracted	0.000679183251836	0.0000000000	1.58496250072	False
preselected set ofjournals	0.000679183251836	0.0000000000	1.58496250072	False
considered instead of complete	0.0	0.0000000000	2.0	False
problemy peredachi	0.000452788834557	0.0000000000	1.0	False
citations with normalization	0.000679183251836	0.0000000000	1.58496250072	False
digitul libraries	0.000452788834557	0.0000000000	1.0	False
three-dimenslonat	0.000226394417279	0.0000000000	0.0	False
citeseer citeseer	0.000452788834557	0.0000000000	1.0	False
term values in automatic	0.0	0.0000000000	2.0	False
consists	3.13888804775e-05	0.0000000000	0.0	False
distance measure between two	0.0	0.0000000000	2.0	False
ith output unit	0.0	0.0000000000	0.0	False
creates	0.000226394417279	0.0000000000	0.0	False
ordering	0.000128891648878	0.0000000000	0.0	False
isi	0.000905577669115	0.4233576642	0.0	False
literature in electronic	0.000679183251836	0.0000000000	1.58496250072	False
1:12-25	0.000226394417279	0.0000000000	0.0	False
problems where some variables	0.0	0.0000000000	2.0	False
mpeg-2	0.000226394417279	0.0000000000	0.0	False
manual effort	0.000452788834557	0.0000000000	1.0	False
key	0.000215568556942	0.0000000000	0.0	False
dempster a.p	0.00135836650367	0.0000000000	1.0	False
format is uniform	0.000679183251836	0.0000000000	1.58496250072	False
researcher	0.000128891648878	0.0000000000	0.0	False
:263-273	0.0	0.0000000000	0.0	False
ambiguity of words	0.000679183251836	0.0000000000	1.58496250072	False
coding	0.000679183251836	0.0000000000	0.0	False
commercial citation	0.000452788834557	0.0000000000	1.0	False
system	0.000313888804775	0.3766233766	0.0	False
fds and the number	0.0	0.0000000000	2.0	False
sub-fields for a citation	0.0	0.0000000000	4.0	False
including a more up-to-date	0.0	0.0000000000	2.0	False
based on word frequencies	0.0	0.0000000000	2.0	False
electronic	0.000226394417279	0.0000000000	0.0	False
sakr	0.000226394417279	0.0000000000	0.0	False
sum of the individual	0.0	0.0000000000	2.0	False
snld fnwlty	0.000452788834557	0.0000000000	1.0	False
cedures are extremely	0.000679183251836	0.0000000000	1.58496250072	False
interesting	7.18561856472e-05	0.0000000000	0.0	False
including the context	0.000679183251836	0.0000000000	1.58496250072	False
ths zero-tree	0.000452788834557	0.0000000000	1.0	False
top	7.18561856472e-05	0.0000000000	0.0	False
techniques and additional heuristics	0.0	0.0000000000	2.0	False
extract certain subfields	0.000679183251836	0.0000000000	1.58496250072	False
converts the papers	0.000679183251836	0.0000000000	1.58496250072	False
california	0.000452788834557	0.0000000000	0.0	False
percentage	0.000679183251836	0.0000000000	0.0	False
fee provided that copies	0.0	0.0000000000	2.0	False
weighted matching	0.000452788834557	0.0000000000	0.0	False
digital or hard copies	0.0	0.0000000000	2.0	False
paradigm for determining	0.000679183251836	0.0000000000	1.58496250072	False
wcexpect	0.000226394417279	0.0000000000	0.0	False
conjugate projected gradient	0.000679183251836	0.0000000000	1.58496250072	False
article citations	0.000905577669115	0.0000000000	1.0	False
tool	0.000143712371294	0.0000000000	0.0	False
citeseer nom	0.000452788834557	0.0000000000	1.0	False
document retrieval is subjectively	0.0	0.0000000000	2.0	False
restricted by journal	0.00135836650367	0.0000000000	3.16992500144	False
interesting research topics	0.000679183251836	0.0000000000	1.58496250072	False
preconditioning techniques	0.000452788834557	0.0000000000	1.0	False
academic permission to make	0.0	0.0000000000	2.0	False
fuzzy	0.000452788834557	0.0000000000	0.0	False
document headers	0.000905577669115	0.0000000000	2.0	False
maximumlikelihood	0.000226394417279	0.0000000000	0.0	False
jbr	0.000226394417279	0.0000000000	0.0	False
toronto	0.000226394417279	0.0000000000	0.0	False
distance	0.00103583305576	0.2054857143	0.0	False
ahmed	0.000226394417279	0.0000000000	0.0	False
exhaustively index all papers	0.0	0.0000000000	2.0	False
string distance is based	0.0	0.0000000000	2.0	False
keyword	9.41666414324e-05	0.0000000000	0.0	False
indexes articles	0.000452788834557	0.0000000000	1.0	False
topics which a user	0.0	0.0000000000	2.0	False
structures	3.13888804775e-05	0.0000000000	0.0	False
compnxmn	0.000226394417279	0.0000000000	0.0	False
considers citation strings	0.000679183251836	0.0000000000	1.58496250072	False
iteration	0.000226394417279	0.0000000000	0.0	False
authors can be found	0.0	0.0000000000	2.0	False
normalizing	0.000226394417279	0.0000000000	0.0	False
project	7.18561856472e-05	0.0000000000	0.0	False
herbert w snyder	0.000679183251836	0.0000000000	1.58496250072	False
kensselner polytechnic institute	0.000679183251836	0.0000000000	1.58496250072	False
tion	0.000226394417279	0.0000000000	0.0	False
extraneous words	0.000452788834557	0.0000000000	1.0	False
simple algorithm which first	0.0	0.0000000000	2.0	False
html	0.000226394417279	0.0000000000	0.0	False
acquisition	0.000257783297756	0.0000000000	0.0	False
larger string	0.000905577669115	0.0000000000	1.0	False
citation and the format	0.0	0.0000000000	2.0	False
query the database	0.000679183251836	0.0000000000	1.58496250072	False
detailed analyses of research	0.0	0.0000000000	2.0	False
preconditioning requires	0.000452788834557	0.0000000000	1.0	False
urls and postscript	0.000679183251836	0.0000000000	1.58496250072	False
